name	term	lev	seq	value
"spindle pole"	GO:0000922	4	evm.model.Ap11.731	0.542644976706227
"spindle pole"	GO:0000922	4	evm.model.Ap11.209	-0.25797998325371
"spindle pole"	GO:0000922	4	evm.model.Ap11.97	1.24835006584494
"spindle pole"	GO:0000922	4	evm.model.Ap11.749	-0.513889485643138
"spindle pole"	GO:0000922	4	evm.model.Ap11.374	0.605754619939039
"spindle pole"	GO:0000922	4	evm.model.Ap10.854	-0.235601308940158
"spindle pole"	GO:0000922	4	evm.model.Ap10.772	0.473758878933217
"spindle pole"	GO:0000922	4	evm.model.Ap14.931	3.0971487054075
"spindle pole"	GO:0000922	4	evm.model.Ap14.2023	-1.39017571134124
"spindle pole"	GO:0000922	4	evm.model.Ap14.385	-0.424600732091417
"spindle pole"	GO:0000922	4	evm.model.Ap14.387	2.16677298378246
"spindle pole"	GO:0000922	4	evm.model.Ap14.386	-3.25808862386521
"spindle pole"	GO:0000922	4	evm.model.Ap3.1019	0.36197266782672
"spindle pole"	GO:0000922	4	evm.model.Ap3.2041	0.1877131845233
"spindle pole"	GO:0000922	4	evm.model.Ap3.842	0.613326299893294
"spindle pole"	GO:0000922	4	evm.model.Ap3.330	-0.0810796822339099
"spindle pole"	GO:0000922	4	evm.model.Ap3.2034	0.340444138452444
"spindle pole"	GO:0000922	4	evm.model.Ap3.2009	2.18704976250647
"spindle pole"	GO:0000922	4	evm.model.Ap3.2248	-0.0264010895198095
"spindle pole"	GO:0000922	4	evm.model.Ap12.2721	10.1443292909177
"spindle pole"	GO:0000922	4	evm.model.Ap12.896	0.574356689914666
"spindle pole"	GO:0000922	4	evm.model.Ap12.2163	1.62668297733874
"spindle pole"	GO:0000922	4	evm.model.Ap12.573	8.83888655980896
"spindle pole"	GO:0000922	4	evm.model.Ap12.889	1.27990467402128
"spindle pole"	GO:0000922	4	evm.model.Ap12.1507	1.24595984715044
"spindle pole"	GO:0000922	4	evm.model.Ap5.989	0.261208214811873
"spindle pole"	GO:0000922	4	evm.model.Ap5.2800	0.675933174371922
"spindle pole"	GO:0000922	4	evm.model.Ap5.1115	-0.441246091750986
"spindle pole"	GO:0000922	4	evm.model.Ap5.1114	0.617089751077685
"spindle pole"	GO:0000922	4	evm.model.Ap5.194	-0.0428445927434524
"spindle pole"	GO:0000922	4	evm.model.Ap5.1124	0.623412873470738
"spindle pole"	GO:0000922	4	evm.model.Ap5.1120	1.07628670257242
"spindle pole"	GO:0000922	4	evm.model.Ap5.735	-0.00557105795074174
"spindle pole"	GO:0000922	4	evm.model.Ap8.219	-0.721267869340589
"spindle pole"	GO:0000922	4	evm.model.Ap8.1232	-0.349458087584461
"spindle pole"	GO:0000922	4	evm.model.Ap8.2549	3.24730196128193
"spindle pole"	GO:0000922	4	evm.model.Ap9.927	-0.0448464983923471
"spindle pole"	GO:0000922	4	evm.model.Ap9.131	-0.872583503079845
"spindle pole"	GO:0000922	4	evm.model.Ap9.18	-0.0649785525669565
"spindle pole"	GO:0000922	4	evm.model.Ap9.2455	4.46648693626595
"spindle pole"	GO:0000922	4	evm.model.Ap7.2914	0.406245072015171
"spindle pole"	GO:0000922	4	evm.model.Ap7.89	2.09487270716777
"spindle pole"	GO:0000922	4	evm.model.Ap7.2286	2.07301905785585
"spindle pole"	GO:0000922	4	evm.model.Ap6.3011	29.284989993289
"spindle pole"	GO:0000922	4	evm.model.Ap6.923	-0.383772656352764
"spindle pole"	GO:0000922	4	evm.model.Ap6.1747	0.767292207087193
"spindle pole"	GO:0000922	4	evm.model.Ap6.2713	1.57892575737309
"spindle pole"	GO:0000922	4	evm.model.Ap6.2408	1.07297430163009
"spindle pole"	GO:0000922	4	evm.model.Ap6.1814	-36.8630688243193
"spindle pole"	GO:0000922	4	evm.model.Ap6.1815	6.51393846498279
"spindle pole"	GO:0000922	4	evm.model.Ap13.2932	-0.0030437374556592
"spindle pole"	GO:0000922	4	evm.model.Ap13.2931	0.253912361775455
"spindle pole"	GO:0000922	4	evm.model.Ap13.316	-0.099652518055776
"spindle pole"	GO:0000922	4	evm.model.Ap13.1289	-1.29479728030841
"spindle pole"	GO:0000922	4	evm.model.Ap13.2424	0.213465981291465
"spindle pole"	GO:0000922	4	evm.model.Ap13.2082	-0.181185301180381
"spindle pole"	GO:0000922	4	evm.model.Ap13.2908	-0.789108502682643
"spindle pole"	GO:0000922	4	evm.model.Ap2.986	2.82126955224726
"spindle pole"	GO:0000922	4	evm.model.Ap2.1791	2.09357779165842
"spindle pole"	GO:0000922	4	evm.model.Ap2.3428	-0.659930616394993
"spindle pole"	GO:0000922	4	evm.model.Ap2.1902	1.21896043549389
"spindle pole"	GO:0000922	4	evm.model.Ap2.396	1.34710570644915
"spindle pole"	GO:0000922	4	evm.model.Ap2.3863	-0.0608902742625457
"spindle pole"	GO:0000922	4	evm.model.Ap2.751	2.62103189659324
"spindle pole"	GO:0000922	4	evm.model.Ap2.750	1.60597354314604
"spindle pole"	GO:0000922	4	evm.model.Ap2.498	-0.053826688898502
"spindle pole"	GO:0000922	4	evm.model.Ap2.28	-0.308666202465682
"spindle pole"	GO:0000922	4	evm.model.Ap2.1258	-0.0334015666242618
